증상,병명
"정상안압녹내장으로 인한 시야장애는 서서히 진행하고, 주변부부터 이상이 발생하기 때문에 녹내장이 상당히 진행될 때까지 증상이 없는 경우가 많다. 말기에 이르면 시야가 답답하다고 느끼거나 계단 내려갈 때 어려움을 느끼고 길을 걷다가 여기 저기 자주 부딪히는 등의 문제가 생긴다. 중심시력은 말기까지 잘 보존되는 경우가 많아서, 1.0의 시력도 가능하지만 시신경 손상이 더 진행된다면 중심시력저하 및 실명을 초래할 수도 있다.",정상안압녹내장
"증상은 무증상에서 다발적으로 기관이 손상되어 치명적인 증상까지 다양하게 나타날 수 있다. 근육에 나타나는 합병증으로는, 근육 약화, 통증, 부종, 근육에 생기는 경련이 나타날 수 있고, 심할 경우 부종에 의해 혈관과 신경이 압박되면서 구획 증후군으로 진행하여 근막절개술(그림 1)이 필요할 수 도 있다. 근육 외 합병증으로는 대사 이상(저인산혈증, 고칼륨혈증 등), 급성 신손상이 나타날 수 있다. 그림 1 출처: Comprehensive Clinical Nerphrology (5th ed.), Chapter 69, p812 


구획 증후군으로 진행하여 근막절개술을 한 모습",횡문근융해증
"일차성 월경통은 치골 부위 위쪽에서 월경이 나타나기 수시간 전 혹은 직전에 시작되어 2~3일간 지속될 수 있다. 일차성 월경통의 원인은 자궁 근육의 과도한 수축이므로 출산 시 산통과 유사하다. 꼬리뼈(요추천추) 부위의 통증이 동반되거나 앞쪽 허벅지까지 통증이 뻗어갈 수 있으며, 동시에 구토, 메스꺼움, 설사 등의 증상이 나타날 수 있고, 드물게 실신에 이르는 경우도 있다. 일차성 월경통에서 나타나는 통증은 복강 내 염증 등에 의한 통증과는 달리 쥐어짜는 것 같은(colicky) 양상이며, 흔히 골반부위의 마사지, 신체 활동 등에 의해 호전될 수 있다.월경 수시간 전 혹은 직전에 통증이 시작되어 2~3일간 지속되는 일차성 월경통과 달리, 이차성 월경통은 월경 시작 1~2주 전부터 시작되어 월경 출혈이 끝난 후에도 수일간 지속될 수 있다. 이차성 월경통의 원인이 다양한 만큼 통증이 발생하는 메커니즘 역시 다양하지만, 대개는 골반강 내의 이상 징후에 의해 자궁경부가 막히거나, 자궁 내에 혹이 생기거나, 이물질로 인한 반응으로 자궁근육이 강하게 수축하면서 프로스타글란딘의 생성이 증가한 것이 원인이 된다. 이차성 월경통을 가진 여성은 골반강 내 이상이 있으므로 일차성 월경통과 달리 일반적인 진통제(NSAIDs)나 먹는 복합 피임제에 잘 반응하지 않는다.",월경통
기본적으로 발열을 동반하고 그 원인질환에 따라 증상이 다양하다.,불명열
"보통 태어날 때부터 발견되며, 선홍색 혹은 짙은 붉은색의 반점으로 나타난다. 모양이나 크기, 색은 개인차가 있다.",화염상모반
"고혈압은 합병증이 없는 한 증상이 거의 없다. 그래서 고혈압을 ’조용한 살인자’ 라고 한다. 뒷머리가 당긴다거나 어지럽다는 증상을 호소하는 경우도 있지만 개인에 따라 달라서 혈압이 아무리 높아도 증상이 없는 사람이 있는가 하면 혈압이 조금만 올라도 두통 같은 증상을 바로 보이는 사람도 있다. 그러므로 증상에 따라 고혈압을 진단하거나 치료하는 것은 아니다.고혈압을 치료하지 않을 경우 여러 장기에 손상이 생겨 증상이 나타날 수 있다.다음은 여러 장기에서 나타나는 고혈압 증상이다.1) 심장: 좌심실 비대, 협심증 및 심근경색, 심부전2) 뇌: 뇌출혈, 뇌경색, 뇌압 상승에 의한 안저 병변3) 신장: 신경화증에 의한 만성 신장 질환4) 말초 혈관 협착",본태성고혈압
"천포창은 보통 50~60대 연령에 잘 발생하는 질환으로, 남녀간에 차이는 없는 것으로 알려져 있다.‘보통 천포창’은 가장 흔한 천포창으로, 대부분의 환자는 초기에 입 안의 점막에서부터 증상이 생기며, 수주나 수개월 후 피부에도 수포가 발생되고 적절한 치료를 받지 않으면 몸 전체로 퍼질 수 있다. 그러나 일부 보통 천포창 환자의 피부에는 수포가 거의 발생하지 않고 입 안의 점막에만 발생하는 경우도 있다. 입 안의 점막에 생긴 수포는 쉽게 터져서 피부가 벗겨지거나 통증이 매우 심한 경우가 많다. 피부에 생긴 수포는 대개 붉은 반점이 없는 정상 피부 부위에 발생하며, 보통 가렵지는 않다. 또한 수포 주변의 정상 피부를 문지르면 쉽게 피부가 벗겨지고, 수포 위를 누르면 수포가 주변으로 확대되는 현상이 나타난다.‘낙엽 천포창’은 수포가 피부 표면과 가까운 표피 윗층에 발생하기 때문에 쉽게 터지고, 이후에 딱지가 생길 수 있으며, 일반적으로 보통 천포창에 비해 증상이 약한 편이다. 낙엽 천포창은 보통 천포창과는 달리 점막에는 피부병변이 생기지 않으며, 주로 두피, 얼굴, 목, 가슴이나 등에 수포가 발생하지만, 심한 경우에는 팔다리에도 생길 수 있다.",천포창
"요로결석은 갑작스럽게 옆구리 통증과 같은 측복부 통증을 유발하며, 대개 통증이 매우 심하여 응급실을 방문하게 된다. 통증은 갑자기 나타나 수십 분에서 수 시간 정도 지속되다가 사라진 후 또다시 나타나는 간헐적인 형태를 보이는 경우가 흔하다. 남성의 경우 통증이 하복부, 고환, 음낭으로, 여성의 경우 음부까지 뻗어가기도 한다. 결석이 방광 근처까지 내려와 위치하게 되는 경우에는 빈뇨 등의 방광 자극 증상도 발생한다. 통증이 심한 경우 구역, 구토, 복부팽만 등이 동반되며, 요로결석에 의한 혈뇨도 동반될 수 있다. 또한 심한 경우 요로 감염, 수신증, 신부전을 유발하기도 한다.  


전산화 단층촬영(CT)에서 발견된 요로결석",요로결석
"대개 40대 중후반에서 시작되어 점진적으로 진행되는데, 이때부터 생리가 완전히 없어지는 폐경이 나타난 이후의 약 1년까지를 폐경이행기, 더 흔히는 갱년기라고 하며 그 기간은 평균 4~7년 정도이다.폐경이행기에 가장 흔하게 나타나는 증상은 생리가 불규칙해지는 것이다. 또한 여성호르몬 결핍에 의한 증상이 나타나는데, 우리나라 여성의 60% 정도는 급성 여성호르몬 결핍 증상(안면홍조, 발한 등)을 경험하는 것으로 알려져 있다. 그리고 약 20%에 해당하는 여성들은 증상이 좀 더 심하게 나타나는데, 안면홍조와 함께 피로감, 불안감, 우울, 기억력 장애 등이 동반되기도 하고, 주로 밤에 증상이 나타나는 경우에는 수면 장애를 겪기도 한다. 급성 여성호르몬 결핍 증상은 폐경 약 1~2년 전부터 시작되어 폐경 후 3~5년간 지속될 수 있다.만성적으로 여성호르몬이 결핍되면 비뇨생식기계의 위축에 따른 증상(질 건조감, 성교통, 반복적인 질 감염과 요로계 감염으로 인한 질염, 방광염, 배뇨통, 급뇨), 정신적 불안정(집중장애 및 단기 기억장애, 불안과 신경과민, 기억력 감소, 성욕 감퇴), 피부관절계 변화(피부 건조와 위축, 근육통, 관절통), 골다공증의 진행으로 인한 골절의 증가 등이 발생할 수 있다. 이 중 질 건조증과 이로 인한 성교통(dyspareunia; 성교 시의 통증)은 부부관계를 기피하게 하고 성욕저하를 유발하는 원인이 되고 있으며, 이러한 증상들을 모두 폐경기 증상으로 간주한다.",폐경이행기및폐경
"환자는 대부분 갑자기 가슴이 아프다고 호소한다. 대개 '가슴을 쥐어짠다', '가슴이 쎄한 느낌이 든다'고 호소하며 주로 가슴의 정중앙 또는 약간 좌측이 아프다고 호소하는 경우가 대부분이다. 그러나 이러한 증상 없이도 '명치가 아프다' 또는 '턱끝이 아프다'고 호소하는 경우도 있다. 또한 비전형적이기는 하지만 흉통 없이 구역, 구토 증상만 있는 경우도 있고, '소화가 안 된다', '속이 쓰리다'고 호소하는 경우도 있다. 흉통은 호흡곤란과 같이 발생하는 경우가 많으며 왼쪽 어깨 또는 왼쪽 팔의 안쪽으로 통증이 퍼지는(방사) 경우도 있다. 흉통은 대개 30분 이상 지속되며 니트로글리세린 설하정을 혀 밑에 투여해도 증상이 호전되지 않는다.때에 따라서는 흉통을 호소하기도 전에 갑작스런 실신이나 심장마비로 응급실에 실려 가는 경우도 있다. 이런 경우에는 광범위한 부위에 걸쳐서 급성으로 심근경색증이 일어나는 경우가 많다.",심근경색증
"백색반은 무통성의 백색, 회백색의 딱딱해진 점막이 구강의 바닥, 혀, 볼, 잇몸 등에서 나타나는 것을 말한다. 이 중에 구강의 바닥이나 혀의 옆면에서 발생한 경우 암으로 발전할 위험이 높다고 알려져 있다.",혀백반증
"주로 팔, 허벅지, 어깨 등 바깥쪽에 모공을 따라 회색 또는 갈색의 작은 돌기가 보인다. 모공을 막고 있는 각질 마개는 모낭의 입구에 박혀 있으며, 이를 일명 닭살이라고 부르기도 한다. 가렵거나 아프지 않다.",모공각화증
1) 상악 돌출위턱의 앞니들이 어떤 외력에 의해 앞으로 쏠리는 힘을 받을 때 주로 나타난다(예를 들어 손가락 빨기 또는 장기간의 인공젖꼭지 사용). 또한 상대적으로 작은 아래턱이 원인일 경우도 있다.2) 치간이개 또는 총생(덧니)치아의 맹출 공간이 너무 넓거나 부족할 때 나타나는 증상. 유치열의 총생은 후속 영구치가 제자리에 나오지 못하게 하거나 심할 경우 매복을 일으키기도 한다.3) 개방교합상하악의 치아가 서로 맞물리지 않는 상태. 구치부 교합은 정상이나 앞니만 서로 만나지 않아 개방교합이 되는 경우가 있다.4) 과개교합상악 치아가 하악 치아를 정상 이상으로 덮는 경우를 말한다. 심할 경우 하악 전치가 입천정에 닿을 수도 있다.5) 반대교합상악의 치아가 하악의 치아보다 바깥쪽에서 살짝 덮이는 관계가 정상인데 치열 내 몇 개의 치아만 혹은 전치열에서 맞물리는 위치관계가 반대로 되어있는 경우 즉 하악의 치아가 맞물리는 상악 치아보다 바깥쪽에 위치한다(가령 주걱턱).6) 회전치아가 돌아서 틀어져 있는 경우가 있다.7) 전위원래 맹출해야 하는 곳이 아닌 다른 위치에 맹출한 경우가 있다.,부정교합
위축성 위염 자체는 특별한 증상을 유발하지 않으며 내시경에서 우연히 발견된다.,위축성위염
"이마에 주름을 잡을 수 없고, 눈이 감기지 않으며, 마비된 쪽의 입이 늘어지고, 물을 마시거나 음식을 먹을 때 마비된 쪽으로 새어 나오게 된다. 간혹 마비된 쪽에 신경통과 같은 통증이 있는 경우도 있다. 이마에 주름을 잡거나 눈을 감는 기능에는 문제가 없으면서, 입 부위만 마비가 나타난다면 뇌졸중(뇌경색 혹은 뇌출혈)과 같은 중추성 원인에 의한 안면 마비를 감별해야 한다.",안면신경마비
"신생아기와 어린 영아기에 가장 흔하고 먼저 발견되는 증상은 요천추부의 피부 이상으로, 지방이나 물혹으로 이루어진 덩어리가 있거나, 보조개와 같이 피부에 함몰이 있을 수 있으며, 다른 부위에 비해 유독 털이 많이 있거나, 붉은 빛의 혈관종이 보일 수 있고, 꼬리와 같은 모양의 피부 돌출이 있는 경우도 있으며 피부의 색소 이상으로 푸른 빛 등을 띌 수 있다. 드물지만 말단부 소화관, 말단부 비뇨생식기, 하부 척추의 기형과 동반되기도 한다. 이러한 피부 병변이 없을 경우에는 진단이 지연되는데, 이때는 배뇨 이상으로 인해 잦은 요로 감염이나 방광 역류 등의 이상으로 비뇨기과나 소아과의 진료를 먼저 받게 되는 경우가 있다. 또한 배변 이상으로 인해 소아과, 외과의 진료를 통해 진단될 수도 있으며 전반적으로 척추가 휘어 이에 대해 검사를 하다가 진단되는 경우도 있다. 또한 신경 압박의 증상으로서 발목 등의 하지 근육과 골격의 이상 발생하여 정형외과적인 문제로 발견되기도 한다. 간혹 성인에서는 허리의 통증이 나타나 늦게 발견되기도 한다. 


소아의 지방 척수 수막류 증상",지방척수수막류
"꽃가루 알레르기의 대표적인 증상은 알레르기성 비염, 결막염, 피부염, 기관지 천식이다. 특히 꽃가루로 인하여 알레르기성 비염이 발생하면 물 같은 콧물이 지속되고, 연속적으로 재채기를 하며, 양쪽 콧구멍이 번갈아 막힌다. 또한 알레르기성 결막염이 생기면 눈이 심하게 가려워져서 눈을 비비게 되며, 증세가 심한 경우 눈이 충혈되거나 눈곱이 끼기도 한다. 알레르기성 피부염이 생기면 공기 중의 꽃가루가 노출된 눈 주위, 얼굴, 목, 손, 팔 등과 같은 부위에 닿아 빨갛게 변하고 가려워진다. 기관지 천식은 알레르기 염증 반응으로 인해 기도가 좁아지는 증상으로, 기침이나 쌕쌕거리는 소리가 나기도 하며, 증상이 심한 경우 호흡곤란이 생길 수도 있다.",꽃가루알레르기
"전음성 난청이나 감각신경선 난청이라는 말에서 알 수 있듯이 청력장애를 주 증상으로 한다. 환자 본인이 전음성 난청인지 감각신경성 난청인지를 구분하기는 어렵다. 다만, 전음성 난청의 경우 소리가 커지면 커질수록 알아듣는 정도도 좋아지나, 감각신경성 난청의 경우 큰 말소리를 들어도 그 음을 구별해서 듣는데 어려움이 있으며 이명이 동반되는 경우가 많다. 난청 외의 증상은 원인질환에 따라 다양하게 나타날 수 있는데 이루, 현기증, 이명, 이통, 이충만감, 두통, 안면신경 마비 등이 있거나, 귀 이외의 질환 특히. 심혈관 질환, 신경, 내분비, 신장계 질환이 동반될 수도 있다.",전음성및감각신경성난청
"여드름은 주로 사춘기부터 발생하기 시작하여 30대 이후에 점차 감소한다. 그러나 몇몇은 성인이 되어서도 여드름이 지속되기도 하며, 일부에서는 여드름이 늦게 시작되어 성인까지 이어지기도 한다. 이 두 가지 임상 형태로 구별되는 성인 여드름이 최근 증가하고 있다. 사춘기 이후의 여드름은 여자에게서 더 많이 발생하는 특징을 보이며, 이와는 상반되게 청소년기의 여드름은 남성에서 흔하다.여드름의 근본적인 증상은 면포(모낭 속에 고여 딱딱해진 피지)이며 면포에는 입구가 열려있는 개방 면포와 입구가 닫혀있는 폐쇄 면포의 두 가지 형태가 있는데 개방 면포는 멜라닌의 침착으로 검은 색깔을 띠며 폐쇄 면포는 흰 색깔을 띤다. 면포가 오래 되면 주위에 염증이 생기는데 염증의 정도에 따라 붉은 여드름(구진성), 곪는 여드름(화농성), 결절, 낭종 등이 형성되며 이 중 어느 한 형태가 주로 나타나는 경우도 있으나 많은 경우 여러 형태의 발진이 섞여 있는 것이 특징이다.여드름에 염증이 생기면 처음에는 붉은 기가 돌다가 시간이 흐르면서 갈색으로 변하게 된다. 여드름을 방치해서 염증이 심해지거나, 잘못 짜서 피지가 피부 안쪽으로 터지게 되면 피부가 울퉁불퉁하게 튀어나오거나 패인 흉터(볼록 흉터, 오목 흉터)가 생긴다. 여드름 흉터는 다른 흉터에 비해 흉터 가장자리가 매우 날카로우며 깊이 패여 있고 실제로 수술을 해보면 흉터 바닥이 지방층까지 연결되어 있는 경우도 많다. 그만큼 피부손상이 광범위하며 흉터끼리 서로 연결되어 있는 경우가 흔하다.  


여드름의 종류",여드름
"잠복기는 몸 속으로 침투한 균의 수에 따라 다양한데 평균 1~3주이다. 가장 주된 증상은 발열이다. 그 외에 오한, 두통, 권태감 등의 증상과 식욕감퇴, 구토, 설사 또는 변비 등의 위장관계 증상이 나타난다. 비장 종대(비대), 장미진(장미 모양의 작은 발진), 상대서맥(relative bradycardia) 등의 증상이 동반될 수 있다. 병이 경과되면서 나타나는 증상이 달라지는데, 발병 첫 주에는 발열로 인해 체온이 서서히 상승하는 증상이 특징이고 둘째 주에는 복통과 피부 발진이 나타난다.",장티푸스
"뇌하수체는 여러 가지 호르몬을 분비하여 난소, 고환, 갑상선, 부신 등 여러 내분비 기관의 기능을 조절하는 기관이므로, 뇌하수체 기능 저하증에서는 어떤 호르몬의 결핍이 생기느냐에 따라 각 호르몬 결핍의 특징적인 증상이 다양하고 복합적으로 나타날 수 있다. 각 호르몬 결핍에 따른 증상은 아래와 같다.1) 성장 호르몬 결핍소아에서는 성장 장애가 올 수 있고, 성인에서는 체지방 증가, 골밀도 감소, 운동 능력 감소, 정신 건강 장애 등 비 특이적인 증상으로 나타날 수 있다.2) 성선 자극 호르몬 결핍소아에서는 2차 성징 발현 지연으로 나타나며, 성인 여성에서는 성욕감퇴, 무월경, 유방 위축 등이 나타나고, 성인 남성에서는 발기부전, 음모와 액모 소실, 고환 위축, 근력 저하 등으로 나타난다.3) 갑상선 자극 호르몬 결핍소아에서는 성장 장애, 정신발달 장애로 나타날 수 있으며, 성인에서는 건성 피부, 창백, 기억력 감퇴 등 정신 작용의 지연, 쉰 목소리, 변비, 추위를 견디지 못함, 전신 부종과 피로감 등의 증상이 있을 수 있다.4) 부신 피질 자극 호르몬 결핍허약, 무력, 기립성 저혈압, 오심, 구토 및 피부탈색 등의 증상에서부터 전해질 이상과 이로 인한 의식 저하까지 다양하게 나타난다. 특히 여성에서는 성욕 감퇴 및 음모와 액모의 소실 등이 동반될 수 있다.5) 항이뇨 호르몬 결핍(요붕증)성인 기준으로 하루 3L 이상 소변이 나오고(다뇨증), 이로 인해 갈증이 생겨 대부분의 환자들이 물병을 항상 들고 다닐 정도로 물을 많이 마시게 된다(다음증). 소변이 많이 나오게 되면서 밤에도 소변을 위해 몇 차례씩 깰 정도로 야뇨증이 생기기도 한다.6) 유즙 분비 호르몬 결핍산후라면 모유가 나오지 않는 증상이 있을 수 있으나 그 외에는 특별한 증상이 나타나지 않는다.그러나 호르몬 결핍증에 의한 증상은 호르몬 결핍의 정도에 따라 시기마다 다를 수 있고, 대부분의 증상이 건강한 사람에게서도 일시적으로 일어날 수 있는 비특이적인 증상이므로, 이러한 증상만 가지고 의심하거나 진단하기 어려운 경우가 많다.그 밖에 종양에 의한 경우 두통, 시야 결손, 시력 소실, 외안 신경마비 등의 압박 증상이 동반될 수 있으며, 시상 하부 병변에 의한 경우 여러 정신신경 증상(체온조절 장애, 비만, 수면 장애, 의식 장애 등)이 호르몬 결핍 증상과 함께 나타날 수 있다. 뇌하수체 종양에 의한 이러한 증상들은 종양이 1cm 이상 커진 이후 나타나는 것이 일반적이다. 초기의 미세 종양은 거의 증상을 동반하지 않는다.",뇌하수체기능저하증
"자궁내막 용종이 있어도 증상이 없는 경우가 대부분이다. 증상이 있는 경우에는 생리 중간에 부정기적으로 발생하는 질출혈, 생리량 과다, 생리 기간 증가, 생리통, 질 분비물 증가 등이 나타날 수 있다. 유방암으로 타목시펜 치료 중이거나 폐경 후 여성호르몬 치료 중인 여성에서는 자궁내막 용종의 증상이 이상 질출혈로 나타나는 경우가 많다.",자궁내막용종
"기관지가 갑자기 막혀 급성으로 발생한 무기폐라면 호흡곤란, 청색증(숨을 충분히 못 쉬어 신체조직에 산소공급이 불충분하여 푸르게 보이는 상태), 혈압의 변화 등이 보일 수도 있다. 그러나 급성으로 오는 경우는 드물며 대개 천천히 진행되어 아무 증상이 나타나지 않거나, 점차 진행되는 호흡 곤란이나 기운이 없는 정도의 증상만 보일 수 있다. 합병증으로 폐에 감염이 생기면 열이 날 수 있다.",무기폐
"망막전막의 증상은 막의 위치, 두께 및 혼탁 정도와 막의 수축에 따른 막 아래의 황반구조의 손상정도에 따라서 다양하다. 시력 저하와 물체의 상이 찌그러져 보이는 변시증이 가장 흔한 증상으로 증상의 발현은 대부분 느리지만 갑자기 인지되기도 한다.",망막전막
"저색소 침착의 원인이 되는 질환이나 상황에 따라 선행되는 피부 증상, 발생시기, 발생하는 위치, 모양, 크기, 경과가 차이를 보인다. 하지만 특정 부위의 피부색이 주위 피부에 비해 저하되는 것은 공통적으로 나타나는 현상이다. 또한 특정질환에서도 시간경과에 혹은 자외선 등의 외부 환경에 따라서 피부병변의 크기와 주변 정상 피부와의 피부색 차이 등이 변화를 보일 수 있다.",저색소침착
"초기 폐암의 경우 무증상이 많고, 다른 검사 등을 통하여 우연히 발견되는 경우가 많다.",폐암초기
"박리성 간질성 폐렴(DIP)은 그 빈도가 전체 간질성 폐렴 환자의 3% 미만인 드문 질환이며, 30~40대에 주로 발생하고 대부분이 흡연자이다. 기침과 호흡곤란이 수개월에 걸쳐 나타나고 폐 확산능력의 감소를 동반한 제한성 변화와 저산소혈증이 관찰된다.",박리성간질성폐렴
"결핵성 수막염은 모든 연령에서 발생한다. 이전에는 어린이에게서 가장 흔하게 발생하였지만, 현재 적어도 미국에서는 어른의 발병률이 더 높다. 초기에는 미열, 권태감, 두통, 졸림, 혼돈 등의 임상 증상이 나타날 수 있고, 진찰 상 가벼운 경부(목)자극징후가 관찰될 수 있다. 이러한 증상들은 세균성 수막염에 비해 다소 느린 속도로 약 1~2주일에 걸쳐 진행하는 것이 특징이다.결핵성 수막염이 만성적으로 진행되면 뇌신경 침범의 징후(눈운동신경마비, 드물게 얼굴신경마비, 시야장애)가 나타날 수 있다. 결핵성 수막염을 초기 단계에서 치료하지 않으면 혼돈, 점차로 깊어지는 혼미, 혼수 등이 뇌신경마비, 비정상적 동공반사, 국소 신경학적 결손, 두개내압 상승 등과 함께 나타나며, 사망에 이를 수도 있다.",결핵성수막염
"점차적으로 약해지는 근력이 특징적인 증상이다. 영아의 경우 근육긴장저하, 운동기능 발달지연, 보행이상 및 호흡곤란, 연하곤란 등이 동반되기도 한다. 청소년기 이후에 발병하는 경우 근력, 근지구력이 점차 약화되어 잘 넘어지고, 계단을 오르기 힘들어지고, 근경련, 근위축 등이 발생할 수 있다. 이외에도 종아리근육의 가성비대(근육이 커진 것처럼 보이지만 실제로는 근육이 발달한 것이 아니라 근육 대신 지방이나 결합조직이 뭉쳐 있는 상태), 관절구축(관절 주위의 근육이나 건이 수축되어 관절이 굽혀진 상태로 움직임이 자유롭지 않은 상태), 척추측만, 안검하수(눈을 뜨게 해주는 근육이 약해져 눈을 잘 뜨지 못하는 증세) 등이 동반되기도 한다.",근육병
"10세 이후 특징적인 피부소견(피부 주름살, 피부 위축, 경화, 궤양, 색소 침착 등), 특징적인 얼굴 모양(피하 지방이 위축되어 새 모양으로 보임), 저신장, 머리카락 변색과 탈모, 목소리 변화를 보인다. 백내장, 2형 당뇨병, 생식샘 기능 저하증(사춘기 지연, 불임 등), 골다공증, 연부조직 칼슘침착, 조기에 동맥경화증이 나타나고 흑색종과 육종과 같은 종양이 발생하기도 한다. 가장 흔한 증상은 머리카락 변색과 탈모입니다.",베르너증후군
"특정 대상이나 상황에 직면하거나 그런 상황을 예견할 때, 현저하고 지속적이며 지나치게 비합리적인 두려움을 경험한다. 높은 위치에 대한 두려움은 고소공포증(acrophobia), 열린 곳이나 공공장소에 대한 두려움은 광장공포증(agoraphobia), 밀폐된 공간에 대한 두려움은 폐쇄공포증(claustrophobia), 낯선 곳이나 이방인에 대한 두려움은 제노포비어(xenophobia), 어둠에 대한 두려움은 어둠공포증(nyctophobia) 등으로 불린다.",공포
"항문협착증이 발생할 경우, 정상적으로 대변이 항문관을 통과하기 어려워지며, 배변곤란과 항문통증이 발생할 수 있다. 대표적인 증상으로는 변비, 가늘고 잘 끊어지는 대변, 배변 시 통증 및 선홍색의 항문출혈이 있다. 이런 증상들은 처음에는 경미하게 느껴질 수 있지만, 시간이 지날수록 악화 될 수 있으며, 장시간 치료하지 않고 방치하면 심각한 합병증을 유발할 수 있다.",항문협착증
"폐쇄성 비음의 경우 코막힘, 코 킁킁거리기, 구강 호흡, 후각 소실 등의 증상이 동반될 수 있다.",폐쇄성비음
"인터넷 중독에 빠지면 먼저 시간감각이 없어진다. 낮과 밤의 구분이 모호해지며, 사용시간을 조절하는 능력이 떨어지고, 그만 해야겠다는 시도는 매번 실패하다가 결국 포기하게 된다. 지나치게 오래 사용하여 현실세계에서 해야 할 학업, 업무의 성과가 떨어지며, 대인관계가 줄어든다. 학생은 출석을 하지 못해 휴학을 하거나 제적을 당하기도 하며, 직장인은 직장에서 문제를 일으켜 그만두게 된다. 심하면 컴퓨터가 있는 방이나 PC방에서 며칠간 꼼짝도 않고 식사까지도 그 안에서 해결하면서 지내게 되는 경우도 있다.소아와 청소년의 경우, 컴퓨터 사용시간을 놓고 가족과 갈등을 일으키고, 폭언과 공격적 행동을 하는 등 반항적 태도를 보이는 경우가 많다. 특히 갈등, 우울감이나 불안감이 강해질 때 인터넷에 접속하면 기분이 나아지는 효과가 있다고 말한다. 심리적인 문제에 대한 보상이나 자가 치료를 위해 인터넷에 빠지게 되는 것으로 볼 수 있고, 또한 병적인 탐닉에 대한 죄의식, 자기조절 실패로 인한 좌절감 등이 우울감을 악화시키고 자존감을 낮춰 더욱 인터넷에 몰두하게 하는 악순환에 빠지게 한다.",인터넷중독
"편도의 상피성 암종은 진행된 3기, 4기에 주로 발견된다. 증상이 늦게 나타나기 때문에 종양이 이미 많이 자라고나서야 발견된다. 첫 증상으로는 연하곤란, 통증, 이물감, 구강출혈, 귀 통증, 목에 생긴 종괴 등이 있다. 종양이 아래턱의 뼈나 뼈막을 침범하거나 날개근(익상근)을 침윤하여 턱을 움직이기 힘들게 한다. 신체검진상 돌출되어 튀어나오는 병변, 궤양성병변, 이형성 병변, 염증성병변으로 나타난다.",편도암
"갑작스럽게 발생하는 편측마비, 안면마비, 감각이상, 구음장애(발음이 어눌해지는 현상) 등이 흔히 발생한다. 그러나 허혈성 뇌졸중의 증상은 폐색된 혈관이 뇌조직의 어느 부위에 혈류를 공급하고 있었는지에 따라 매우 다양하게 발생할 수 있다. 앞에서 언급하였던 운동기능 및 감각기능의 부전 이외에도 실인증, 실어증이 첫 증상으로 나타나거나 갑작스런 시야장애 및 의식 소실 등의 증상이 주로 나타나는 허혈성 뇌졸중도 발생할 수 있다. 이러한 다양한 증상이 단일한 허혈성 뇌졸중에서 모두 발생할 수도 있지만 일부의 증상만 나타나는 경우도 있다.허혈성 뇌졸중에 동반되는 편측마비, 안면마비, 감각이상 등은 대개 갑작스럽게 발생하는 것이 특징이다. 전조 증상이 동반되는 경우도 있지만 이 경우 편측마비 및 안면마비 등의 증상이 일시적으로 발생하였다가 좋아지는 방식으로 나타나므로 알아차리기 힘든 경우가 대부분이다. 전조 증상이 동반되는 빈도 역시 높지 않다. 이에 미국에서는 F.A.S.T라는 문자의 조합을 이용하여 뇌졸중의 증상을 일반인에게 홍보하고 있다. F(face)는 안면마비, A(Arm)는 팔(혹은 다리)의 근력 저하, S(Speech)는 구음장애를 의미하며, T(Time)는 뇌졸중의 증상을 인지하는 즉시 구급차를 이용하여 병원으로 가야 한다는 것을 강조하고 있다.",허혈성뇌졸중
"골절이 발생한 부위 주변으로 통증과 압통이 발생한다. 통증은 근육의 경직, 골편의 중복, 주위 연부 조직의 손상이 원인이 되어 발생하며, 골절 부위를 움직이거나 압력을 가하면 더욱 심해진다. 골절 부위에 체액이 증가하고 출혈로 인하여 부종과 종창이 나타나고, 피부 바깥에 보이는 점상 출혈이 발생한다. 부러진 뼈가 변형되거나 위치가 변하게 되어 각을 형성하거나 회전되기도 하고, 팔, 다리의 뼈와 같은 장골에서는 근육 경직과 골절된 부위가 겹쳐지는 현상이 발생하여 사지 길이가 단축되어 보일 수 있다.신경의 손상이 동반될 경우 감각 이상과 저린 느낌이 발생하게 된다. 심한 외상으로 인한 골절의 경우 장기 손상 등이 동반될 수 있고, 쇼크에 빠지는 경우도 있다.",골절
"식도암은 상당히 진행될 때까지 증상이 없으며, 증상이 나타났을 때에는 이미 다른 곳으로 전이된 경우가 많다. 대표적인 증상은 음식물을 삼키기 힘든 연하곤란이며, 90% 이상의 식도암에서 나타난다. 처음에는 고형 음식을 삼킬 때에만 불편감을 느끼지만, 점차 부드러운 유동식을 넘길 때에도 어려움을 겪게 되고, 나중에는 물조차 삼킬 수 없게 된다. 식도암의 연하곤란은 만성적으로 계속 진행되며 호전되지 않는다.체중 감소도 흔히 발생한다. 연하통은 연하곤란보다 드물지만 또 하나의 주요한 증상이다. 전형적인 연하통은 지속적이고 둔한 통증이며, 등으로 뻗치는 듯한 증상이 흔하다. 심한 지속성 통증이 있으면 전이를 의심해야 한다. 그 외에도 구토, 출혈, 쉰 목소리, 만성 기침이 나타날 수 있고, 소화액, 음식물, 이물질 등이 기도로 잘못 흡인되어 야기되는 흡인성 폐렴(aspiration pneumonia)이 발생할 수 있다.",식도암
