증상,병명
핍뇨 소변 이하 감소 무뇨 소변 거의,핍뇨및무뇨
위 장관 용종 대부분 증상 내시경 검사 발견 경우 용종 눈 식별 수 출혈 대변 잠혈 검사 양성 보고 경우 용종 위치 위 샘창자 십이지장 로 진행 통로 유문 크기 용종 구토 등 폐쇄성 증상 발생 수 과 증식 용종 내시경 소견,위용종
초기 혈압 것 정기 검사 혈압 상승 소견 발견 증상 경우 질환 진행 증상 부종 소변 양 감소 두통 상 복부 복통 시야 장애 등 발생 경우 매우 증상 질환 진행 의미 또한 태아 성장 발육 부전 경우 태아 사망 등 고혈압 동반 소변 단백 성분 혈소판 감소 간 기능 저하 신 기능 악화 폐부종 두통 시야 등 동반 증상 생기 전자 간증 자간 증 질병 더 진행 형태 자 간증 것 임신 중 고혈압 성 질환 원인 경련 발작 경우 말 태반 및 태아 의 혈류 공급 장애 발생 태아 장부 전이 발생 경우 태아 사망 원인 기도,전자간증
장내 세균 속 세균 감염증 종류 증상 요로감염 배뇨 통 빈뇨 소변 자주 증상 옆구리 통증 발열 복강 내 감염 복통 발열 복부 압통 증상 담낭염 담관 염 우상 복부 통증 발열 황달 균혈증 발열 폐렴 발열 고름 가래 가슴 통증,카바페넴내성장내세균
로사 징증 청색 증 아기 이후 선천성 심장 질환 중 가장 빈도 보이 전체 선천성 심질환 를 차지 청색 증 출생 직후 관찰 대동맥 폐동맥 동맥 관 폐쇄되 우심실 누 부가 비대 짐 입술 입 안 점막 손톱 발톱 등 푸른 빛 현저 수 또한 생후 세 이하 생후 개월 환자 무 산소 발작 이 발생 수 이 때 발작 과 호흡 청색 증 과민성 보이 계속 경우 아이 의식 때로는 경련 마비 수 사망 수도 무 산소 발작 아침 발생 울 때 수유 배변 후 일어난다 청색 증 장기간 지속 경우 적혈구 증가 증 생기 성장 및 발육 지연 손가락 발가락 곤봉 를 보이 운동 호흡 곤란 발생 완화 위 자세 를 취하 게 도움 또한 폐동맥 협착 때문 수축 기 심잡음 청취 일부 환자 염색체 의 미세 결실 동반 특징 얼굴 모양,팔로4징증
배뇨 증상 소변 때 소변 전혀 안 증상 폐 배뇨 장애 방광 요도 기능 경우 소변 방광 가득 차도 방광 수축 소변 배출 요실금 일출 요실금 소변 눈 후 소변 방울방울 증상 요점 소변 번 배출 못 배출 증상 단속 뇨 등 상부 요로 영향 신우 염 등 초래 수 만성 방광 부전,만성방광부전
턱관절 장애 대표 증상 통증 수 음식 하품 때 양쪽 귀 앞 아래턱뼈 저작 근육 통증 또한 입 열 때 턱 관절 소리 관절 잡음 입 턱 움직임 제한 운동 제한 턱관절 장애 관절 원판 장애 관절염 탈구 강직 등 세분 수 관절 원판 애란 턱관절 속 원판 디스크 이 원래 위치 상태 초기 입 때 턱관절 거리 소리 나 것 이외 증상 점차 진행 가끔 턱 느낌 수 더 진행 갑자기 입 턱관절 통증 관절염 경우 관절 음식 턱 것 때로는 관절 바스락 거리 소리 나기 관절염 악화 경우 턱관절 강직 입 음식물 섭취 턱관절 턱 근육 기능 서로 관계 때문 관절 병과 턱 병 발생 경우 긴장 근막 통 염 경련 경축 등 이 중 긴장 근막 통 근육 피로 누적 때 염 외상 감염 경련 중추 원인 전해질 대사 장애 때 발생 여러 가지 내분비 기능 심리 요인 영향 근육 이상 동반 경우 통증 때문 입 음식물 것 통증 목 어깨 통증 두통 등 확산 기도,턱관절장애
무릎 바로 아래 종아리뼈 위쪽 앞 부분 툭 활동 증가 비례 병변 부위 압통 오스 굿슐 터병 증상 오른쪽 무릎 오스 굿슐 터병 단순 방사선 촬영,오스굿슐라터병
주요 증상 변량 감소 핍뇨 하루 변량 미만 변량 유지 경우 이외 급성 신부전 증상 수 따라서 담당 의사 진찰 및 혈액 검사 결과 통해 종합 평가,간신증후군
냄새 증상 미각 경우 간혹 냄새 환취증 기존 냄새 다른 냄새 착취 증 등 경우,후각소실
기침 양상 동반 증상 매우 기침 발열 콧물 가래 등 동반 경우 상기 감염 가능성 기침 호흡 빨 거나 호흡 곤란 보이 가슴 소리 날 경우 모세 기관지염 폐렴 등 감염 의심 컹컹 거리 기침 목 쉰 소리 크룹 의심 컹컹 거리 기침 발작 경우 백일해 가능성 운동 거나 갑자기 발생 기침 반복 경우 천식 일 수 음음 목 소리 자주 내면 코 목뒤 행동 일 수 천식 비염 후 비루 기침 일 경우 밤 경향 하루 종일 기침 반복 다른 곳 집중 때 경우 심인성 기침 일 수도 또한 만성 기침 동반 반복 발열 체중 감소 등 시 결핵 가능성,영유아기침
부모 어머니 옆 안심 때 어머니 자신 서로 보지 자꾸 전화 어머니 존재 확인 혼자 집 못 잠 때 어머니 옆 안심 꿈 어머니 어머니 자신 사고 나 등 분리 주제 꿈 그 외 복통 두통 등 신체 증상 무의식 어머니 관심 사랑 구,분리불안장애
식이 조절 운동 등 자의 체중 조절 불구 체중 감소,체중감소
옆구리 통증 발열 등 증상 구역 구토 동반 감염 경우 혈뇨 보,급성신우신염
가장 형태 알코올 지방간 환자 경우 대부분 무증상 간 비대 간이 정상 크게 상태 경우 우상 복부 압통 호소 수 염증 좀 더 진행 알코올 간염 환자 무증상 경우 대부분 발열 간 비대 황달 식욕 감퇴 호소 일부 환자 복수 동반 기도 간 비대 오른쪽 상복 부의 압통 동반 수 만약 복부 통증 복막 염 다른 질환 감별 간경변증 진행 경우 복수 식도 위 정맥 류 출혈 간성 혼수 등 맥압 항진 증 증상 수 알코올 지방간 우상 복부 압통 알코올 간염 발열 간 비대 황달 식욕 감퇴 알코올 간경변증 복수 식도 위 정맥 류 출혈 간성 혼수 간 손상 단계,알코올성간질환
신체 증상 신체 부위 털 것 볼 수 증 경우 안드로겐 수치 상승 발생 이 관련 여드름 생리 불순 난소 여러 낭 다낭 포성 난소 증후군 동반 수,다모증
콜린 두드러기 의 아주 팽진 다수 그 주위 의 홍 반성 발 주로 몸통 관찰 개인 대부분 이내 소실 보통 두드러기 호소 가려움 움 동반 경우 전신 땀 복통 현기증 동반 경우,온도알레르기
요로 통증 유발 수 통증 때문 병원 방문 증인 진단 검사 통증 콩팥 피막이 요 수집 관 팽창 발생 통증 정도 조직 얼마나 얼마나 팽창 정도 속도 결정 요관 결석 때문 하부 요관 급성 경우 수 통증 지속 만성 요관 신우 경계 부위 폐쇄 경우 한쪽 콩팥 통증 아예 수 소변 볼 때 발생 옆구리 통증 방광 요관 역류 특징 증상 양 요로 무뇨 소변 발생 반면 장기간 불완전 요로 폐쇄 지속 신장 소변 농축 능력 감소 다뇨 변량 증가 야뇨 밤 누 소변 동반 따라서 불완전 폐쇄 시 변량 감소 기 오히려 증가 기도 경우 수분 섭취 탈수 나트륨 혈증 발생 수 방광 그 하부 것 라면 소변 보기 시작 것 소변 후 수 소변 자주 요실금 발생 수 요로 폐쇄 요로 감염증 동반 때 발열 오한 옆구리 통증 발생 요로 폐쇄되 고혈압 발생,수신증
관절염 통증 점진 발생 무릎 관절 부근 붓기 무릎 관절 굴곡 데 어려움 생기 강직 발생 퇴 행성 관절염 경우 활동 후 통증 증가 저녁 수면 전 통증 경우,무릎관절염
원인 및 증가 성호르몬 증상 가장 특 발성 진성 성조숙증 경우 남아 고환 부피 이상 것 가장 처음 신체 변화 일반인 평가 수 항목 이후 음모 신장 증가 속도 증가 여드름 유방 키 성장 속도 증가 음모 여드름 변화 속도 개인 세심 관찰 또한 이 일반 증상 외 원인 질환 매우 증상 예 맥큔 브 라이트 증후군 증후군 가족 선 중독증 경우 골절 등 포함 골격계 이상 몸 커피 색 반점 등 시상하부 과오 종 뇌 이상 웃음 경련 경우 경련 동반 뇌종양 등 원인 경우 위 사춘기 증상 외 두통 구토 시력 저하 자꾸 야뇨증 등 동반 수,성조숙증
급성 인두 염 증상 인후 통과 연하곤란 발열 권태 감 두통 오심 구토 등 수 바이러스 세균 인두 편도염 증상 구분 바이러스 원인 경우 대개 서서히 진행 콧물 기침 등 선행 경우 원인 바이러스 결막염 구내염 피부 발진 설사 등 동반 수 세균 원인 경우 인후 통과 고열 두통 발진 발생 경우 인두 편도 부어 삼 물이 동반 수 경부 림프절 부어 크기 지면 통증 발생,인두통및인후통
자궁 경관 무력 증 보통 임신 제 분기 자궁 수축 진통 자궁 경부 개대 전형 증상 요통 골반 통 배변 감 질 압박 감 질 출혈 등 증상 동반 수 대부분 비 특이 정상 임신 증상 조기 진단,자궁경관무력증
명치끝 부분 갑자기 듯 통증 또한 통증 발생 시 얼굴 오심 구토 어지러움 식은땀 등 증상 동반 수 그 외 원인 토혈 연하곤란 등 증상 동반 수,위경련
성교통 탐폰 삽입 검진 위 질경 삽입 시 통증 출혈 외음부 감 가려움 물 소변 정액 때 통증 등,외음육아종성열상
눈 혈관 증상 피부질환 질환 관련 경우 해당 증상 동반 수,모세혈관확장증
포피 귀두 부종 생기 부어 발 통증 고름 분비물 배뇨 곤란 호소 포피 염 증상,귀두포피염
병증 증상 여러 뿌리 병증 복합 형태 것 일반 원인 질환 대개 침범 신경 지배 영역 통증 감각 저하 및 근력 저하 동반 장기간 지속 때 근육 위축 발생 수도,신경총병증
증상 식사 중 식사 후 수면 중 발생 수 식사 후 과도 팽만감 포만 감 트림 구토 역류 식욕부진 음식 거부 등 증상 수도 기능 질환 기질 질환 감별 다음 증상 특성 기질 질환 시사 소견 세 미만 나이 발열 체중 감소 성장 부진 동반 담즙 혈액 구토 정도 통증 등 어깨 팔로 방사 통증 배뇨 시 통증 혈뇨 옆구리 통증 항문 주위 병변 혈변 혈액 검사 이상 염증 장 질환 위 십이지장 궤양 가족,소아소화불량
지속 목 뒤 점액 느낌 성적 기침 유발 코 느낌 목 점액 고여 듯 물감 때문 반복 헛기침 및 행동 증상 경우 인후 통 증상 목 압박 느낌 호흡 때,후비루증후군
가장 증상 제 중족 발가락 관절 안쪽 돌출 부위 건막류 의 통증 이 부위 신발 자극 염증 통증 발생 이차 두 세 발가락 발바닥 쪽 살이 생기 통증 발생 경우 두 발가락 엄지 발가락 겹 살 및 압박 피부 궤양 발생 관절 탈구 기도 새끼 발가락 쪽 관절 돌출 변형 생기 기도,무지외반증
겉 다래끼 다래끼 급성 세균 감염 것이므 발 통증 상대 피하 결막 농양 형성 겉 다래끼 눈꺼풀 가장자리 통증 생기 해당 부위 결 압통 시간 염증 물질 피부 배출 배농 다래끼 겉 다래끼 깊이 위치 결막 눈꺼풀 점막 조직 면 농양 점 콩 다래끼 눈꺼풀 가장자리 피부 밑 결절 수 발 통증 등 증상 경하 거나 콩 다래끼 다래끼,눈다래끼
피부 위로 융기 정도 크기 피부색 홍 갈색 구진 형태 대개 무증상 미용 문제 경우 대부분,한관종
낭종 개수 크기 증상 경우 이상 낭 종이 신장 혹 배 혈압 측정 고혈압 신장 위치 해당 좌우 옆구리 부분 소변 혈뇨 낭종 안 출혈 기도 신장 돌 석 이나 방광 신장 세균 감염 후반 신장 기능 감소 시작 신장 기능 이하 감소 투석 신장 이식,상염색체우성다낭성신종
익사 물 때 증상 최대 이내 신체 변화 때문 초기 익사 증상 후두 경련 호흡 곤란 말 어려움 과민성 비정상 행동 기침 가슴 통증 물놀이 후 기운 졸음 등 물속 사람 아이 일 경우 다량 물이 폐 침투 수 호흡 어려움 경우 증상 표현 수 때문 상태 것,마른익사
구강 건조 감 음식 말 수 또한 침 소화 작용 때문 소화 장애 수 자극 음식 입 안 통증 수도 염 충치 등 더,구강건조증
평소 특이 증상 사람 간혹 비출혈 코피 이나 월경 과 입 안 피 점막 피 구강 점막 출혈 피부 출혈 동반 반점 등 증상 때 출혈 질환 의심 만약 과거 출혈 병원 치료 자주 가족 경우 또한 유발 인자 관절 강 근육 내 자발 출혈 발생 무릎 관절 근육 부어 감 동반 면 선천성 질환 출혈 경향 임 의심 수,출혈성질환
울 깜짝 경향 팔 다리 경우 살짝 자극 발생 발작 과 구분 신생아 은 것 구분 특징,신생아턱떨림
임신 중 누운 자세 저혈압 대표 증상 식은땀 나 것 그 외 맥박 빨 거나 경우 실신 증상 동반 수 증상 보통 임신 제 분기 분기 일어나며 바로 누운 자세 이상 때,임신중누운자세저혈압
사레 초우 킹 식사 후 목소리 변화 목 음식물 느낌 코로 음식물 역류 등 증상 수 증상 영양 섭취 수 면 영양실조 발생 수,연하곤란
증상 창백 발 탈 감 현기증 오심 등 저혈압 구토 졸도 발작 등 수 처음 헌혈 사람 체중 사람 헌혈 반응 빈도 다음 반응 주로 혈관 미주신경 반응 채혈 때 일시 의식 소실 실신 경우 침 실신 수도 피 침 것 수 처음 유발 수도 과거 경우 얼굴 땀 맥박수 혈압 의식 것 혈관 미주신경 반응 일어나며 피 침 대한 포심 관련 채혈 대한 두려움 등 정신 반응 교감신경 상태 침 갑자기 부교감신경 미주신경 사적 작용 뇌 혈류 감소 심장 박동 감소 일시 의식 소실 유발 것 체위 저혈압 체위 변경 시 혈압 조절 자율신경 기능 장애 저혈압 헌혈 후 침대 화장실 현기증 일어나고 혈압 체위 저혈압 수 헌혈 혈액량 상태 갑자기 상대 뇌혈 류량 감소 혈압 수 혈소판 헌혈 혈장 헌혈 등 성분 헌혈 때 혈액 성분 채 집기 혈액 처리 동안 실온 노출 혈액 항 응고 제 수액 헌혈 몸 속 주입 헌혈 오한 수 구연산 칼슘 혈 증성 헌혈 과정 혈액 응고 방지 위해 사용 구연산 은 칼슘 이온 감소 헌혈 칼슘 혈증 유발 수 입 주위 손 끝 가슴 느낌 멀미 증상 저혈압 부정맥 등 수 피하 출혈 및 혈종 침 정맥 관통 경우 혈액 피부 아래 고여 것 침 부위 피부 부어 혈 종이 것,헌혈자반응
증상 시작 주의 잠복기 후 두통 오한 발열 허탈 전신 통증 등 증상 피 보이지 반상 모양 발진 몸통 상부 시작 전신 얼굴 손바닥 발바닥 발진 의식 장애 헛소리 환각 등 중추신경 관련 이상 증상 수 발 열기 맥박 증가 혈압 저하 등 순환기 장애 대부분 경우 중독증 상이 주 후 열 상태,발진티푸스
조증 고양 과대 거나 기분 특징 조증 삽화 기분 상태 고양 기분 행복감 도취 주변 사람 영향 주기 때문 경험 의사 진단 경우 환자 사람 환자 평소 다른 기분 상태 인지 수도 가족 주변 사람 환자 사람 환자 기분 상태 비정상 것 알 수 조증 삽 화기 환자 과대 계획 야심 찬 계획 좌절 경우 대체로 기분 고양 일 분노 행동 수도 대부분 환자 초기 행복감 도취 경과 진행 기분 변화 병적 도박 공공장소 옷 장신구 탈 행동 충 조절 문제 본인 타인 해 기도 종교 정치 경제 성적 및 피해 사고 과도 집착 망상 발전 수 조증 삽 화기 증상 거짓말 등 환자 자신 신뢰 행동 거나 판단 능력 경제 문제 등 직업 사회 문제 기도 말 때 목소리 상대방 이야기 정상 소통 정도 비정상 사고 흐름 경우 말 내용 이해 환각 대개 흥분 이야기 과잉 행동 보이 경우 행동 문제 자신 질환 대한 병 식이 거의 강제 입원 경우 우울 삽 화기 기분 불안 무기 감 절망 감 등 호소 미래 비관 잔걱정 매사 자신감 이전 일 아무 일도 수 것 자신 쓸모 사람 생각 자살 생각 주변 사람 자신 피해 사고 발생 것 피해망상 수 사고 속도 이해력 판단력 감소 글 때 집중 앞 것 기억 다시 반복 이해 기도 대화 집중 외부 대한 관심 아무 일 흥미 내 것 인증 과 주변 환경 이전 비 실감 도 몸 기운 항상 몸 환자 중 상당수 기분 호소 자율신경계 증상 두통 소화 불량 근육통 등 신체 증상 호소 경우 수면 식욕 감소 거나 증가 수 청소년기 조증 품행장애 조현병 정신분열병 잘못 진단 경우 종종 증상 정신병 알코올 다른 물질 남용 자살 시도 학업 문제 철학 주제 대한 집착 강박 증상 신체 증상 현저 싸움 다른 사회 행동 등 포함 정상 청소년 증상 부분 수 증상 지속 감별 진단 극성 장애 고려,조울증
피로 감 두통 등 정상 임신 중 수 증상 므 감별 과도 피로 감 두통 등 빈혈 여부 확인 것,임산부빈혈
열사병 발현 경우 대개 의식 변화 증상 일부 환자 전조 증상 수 분 수 시간 동안 경우 전조 증상 무력감 어지러움 메 거림 구역 구토 두통 졸림 혼동 상태 근육 운동 실조 평형 장애 신경질 등 종류 일반 열사병 증상 이상 고열 의식 장애 피부 등 중추신경계 체온 가장 취약 신체 장기 열사병 초기 의식 장애 등 증상 발현 헛소리 거나 혼수상태 것 특징 행동 거나 환각 상태 수도 근육 강직 경련 운동 실조 등 증상 수 소뇌 대뇌 더욱 초기 영향 수 중심 잡지 못 거나 증상 초기 수 땀 나 기능 소실 피부 것 운동 열사병 땀 나 경우 대사성 산증 보상 위 인체 반응 호흡 보 병 더 진행 경우 인체 혈액 응고 시스템 장애 부위 출혈 피부 자반 결막 출혈 혈변 흑색 변 각혈 혈뇨 등 로 증상 수도 고열 간세포 영향 열사병 발생 뒤 황달 수도 혈당 혈당 손발 의식 저하 혼수 등 동반 수 콩팥 기능 영향 급성 신부전 발생 변량 감소 수 장의 혈액 순환 장애 설사 기도,열사병
감소 혈액 세포 종류 정도 아래 증상 백혈구 감소 감염 피곤 감 적혈구 감소 빈혈 피곤 감 어지러움 숨 혈소판 감소 멍듬 출혈,범혈구감소증
임질 달리 감염 남녀 모두 무증상 경우 대부분 잠복기 불분명 그 이상 요도 염 소양감 가려움증 배뇨 통 점액 농성 고름 분비물 남성 여성 모두 임균 감염증 증상 임균 감염증 증상 항문 성교 직장 염 발생 수 통증 후증 거의 낫다 다시 덧나 병 등 증상 수,성기클라미디아감염증
면역 결핍 증 가장 증상 감염 주로 호흡기 감염 반복 이상 패혈증 수막염 등 전신 세균 감염 발생 때 이상 호흡기 다른 부위 세균 감염 연조직염 농양 폐렴 중이염 림프절 염 등 이 때 간 농양 뇌 농양 등 비 전형 부위 감염 때 비 전형 병원균 등 감염 때 소아 병원균 감염 증상 비정상 경우 등 면역 결핍 증 의심 보아,선천성면역결핍증후군
일반 임 상적 증상 마찰 부위 통증 것 간혹 방아쇠 소리 딸 거리 마찰음 방아쇠 현상 이 기도 손가락 손등 쪽 동작 통증 호소 손가락 손바닥 쪽 손등 뼈 골 부위 그림 표시 부분 압통 간혹 결절 아주 그림 손가락 증상 방아쇠 수지 증상,방아쇠수지
찬 공기 찬물 물질 노출 부위 가려움증 및 두드러기 발생 경우 수영 냉수 욕 전신 갑자기 찬 물질 노출 전신 가려움증 호흡 곤란 및 쇼크 발생 수,한랭두드러기
측 동맥 염 증상 크게 전신 증상 근육 통증 혈관 염증 증상 수 증상 발열 식욕부진 졸음 등 어깨 대퇴부 근육통 동반 간 적 턱 음식 때 처음 아무 증상 턱관절 통증 것 측 동맥 염 특징 증상 두피 동맥 발생 압통 역시 특징 증상 노인 층 발생 대표 동맥 염 측 동맥 염 발생 곳 측 동맥 염증 및 혈전 발생 동맥 경우 측 동맥 염 발생 측 동맥 위치,측두동맥염
혀 표면 막 수 식사 시 통증 수 궤양 생기 통증 더 또한 혀 감각 맛 기능 이상 수,설염
전형 증상 뮤 코퍼스 노란색 연두색 띠 점액 농성 분비물 자궁 경관 분비 것,자궁경부염
담석 담낭 경부 입구 담낭 관 담관 이동 감입 담낭 담관 담즙 배출 부분 담낭 내의 압력 증가 담낭 통증 발생 담석증 가장 특징 증상 산통 산통 특징 심 와부 명치 나 오른쪽 위쪽 배 발생 지속 통증 중압감 우측 견갑 하부 날개 뼈 아래 나 어깨 쪽 통증 수 대개 통증 갑자기 시작 보통 동안 지속 서서히 갑자기 소실 구역 구토 동반 발열 오한 등 동반 경우 담석증 합병증 담낭염 담관 염 등 발생 가능성 염두 또한 담관 담석증 등 합병증 동반 경우 혈중 빌리루빈 담즙 색소 수치 상승 황달 증상 수,담석증
파열 장의 내용물 소화액 음식 이 장 복막 염 유발 증상 발생 주요 증상 복통 복부 압통 통증 부위 때 통증 및 반발 통 통증 부위 손 때 통증 이 경우 복부 팽창 통증 복부 경직 수 이 외 발열 오한 오심 구토 등 증상 수 복막 염 패혈증 진행 경우 빈맥 호흡 곤란 의식 저하 등 증상 동반 기도 과 출혈 동반 경우 저혈압 쇼크 발생 수,장파열
흑색 시세 포증 초기 갈색 회색 색소 주로 피부 부위 것 시작 점점 진행 피부 사마귀 모양 피부 주름 지게 주로 겨드랑이 목 사타구니 팔 안쪽 무릎 뒤쪽 항문 주위 자주 마찰 부위 생기 입 안이 입술 점막 침범 경우 손바닥 발생 경우 경우 주름 지문 확대 듯 모양 보 손바닥 발생 거나 피부 병변 점막 온 몸 발생 것 악성종양 동반 환자 관찰 수 겨드랑이 색소 침착 모습,흑색가시세포증
손상 손목 관절 척 통증 원인 손목 동작 통증 유발 함 일상생활 제약 야기 수 특징 척 수근 관절 척골 바로 위부 압통 확인 그 외 손 힘 척 수근 관절 발음 수 정도 척골 의 탈구 골 전방 전위 동반 수도,삼각섬유연골복합체
잠복기 전형 홍역 구기 발 진기 수 구기 염력 가장 시기 지속 발열 기침 콧물 결막염 등 증상 결막염 코플릭 반점 이 출현 전 발진 코플릭 반점 진단 가치 것 첫째 아랫니 편 구강 점막 충혈 반점 점막 회 백색 모래알 크기 반점 내 소실 발진 코플릭 반점 후 시작 홍 반성 구진 형태 발진 목 외 상부 귀 뒤 이마 머리 선 및 뺨 뒤쪽 생기며 그 이후 첫 내 얼굴 목 팔 몸통 위쪽 대퇴부 발 발진 순서대로 소실 콧물 발열 기침 점점 발진 가장 때 최고 달 발진 출현 후 증상 가장 내 열 기침 발진 병 정도 범위 융합 정도 출혈 반 범위 반점 모양 출혈 광범위 익 혈반 반상 출혈 피하 출혈 점 출혈 반 이 경우 발진 소실 갈색 띠 겨 껍질 모양 내 소실 이 시기 합병증 그 경부 림프절 비대 코 비대 복통 동반 장간 막 림프절 증 맹장염 증상 동반 수 유아 중이염 기관지 폐렴 설사 및 구토 등 위 장관 증상 홍역 피부 발진 코플릭 반점,홍역
경 증상 입 주위 사지 감각 이상 등 발생 수 혈액 내 이산화탄소 분압 경우 뇌혈관 수축 뇌 혈류 감소 일어나며 이 현기증 및 실신 수 경우 혼미 혼수 발작 근육 경련 등 발생 수 흉통 및 혈압 저하 발생 수 알칼리 혈증 경우 체내 칼슘 이온화 감소 칼슘 혈증 발생 수 이 부정맥 항진 발 오심 구토 구강 건조 시야 발생 수 뇌혈관 혈 발생 의식 수,호흡성알칼리증
대부분 경우 무증상 발작 증세 출혈 증상 운동 및 감각 이상 언어 장애 오심 구토 두통 등 병변 발생 부위 국 적 신경 장애 형태 발현 수도 이 중 가장 증상 발작 증세 출혈 발현 경우 전체 내외 것 병변 내의 반복 미세 출혈 점차 크기 종괴 효과 를 뇌신경 장애 출혈 기도 병변 크기 위치 출혈 양 등 여러 가지 요소 발현 증상 수 일반 해면 혈관종 대뇌 경우 발작 증세 경우 소뇌 및 뇌간 경우 신경학 장애 경우 것,해면상혈관종
급성 갑주 위염 손발톱 판 손발톱 주름 감염 후 발생 감염 후 증상 증상 병변 부 발 부종 통증 발생 고름 배출 수 균주 황 갈색 변색 수,조갑주위염
피부 부 조직 부종 발생 임 상적 느낌 피부 일시 움푹,부종
급성 갑상선 염 경우 감염 부위 통증 및 감 피부색 변화 수 급성 갑상선 염 통증 제외 나머지 증상 무통 갑상선 염 증상 및 하시모토 갑상선 염 증상 은 갑상선호르몬 상태 갑상선 중독증 증상 항진 체중 감소 등 갑상선 기능 항진 증 증상 및 갑상선 기능 저하 증 증상 체중 증가 부종 변비 등 모두 수,갑상선염
발 모양 변형 족 관절 족 변형 후족 부의 변형 전족 부의 내전 요족 변형,선천성만곡족
무기 감 호소 환자 몸 마음 몸 의욕 기운 등 형태 증상 표현 만성 피로 집중 결핍 기억 장애 수면 장애 두통 근육통 위장 장애 근육통 등 동반 증상 호소 증상 점진 발생 경우 갑자기 발생 경우 증상 경과 지속 경우 그 경과 갑자기 변화 원인 질환 무기 감 동반 증상 수,무기력증
간증 가장 임 형태 환자 최초 증상 동양인 더 증상 연령 평균 세이 세 이전 세 이후 간 증상 경우 나이 발병 경우 주로 간질 환 발현 경우 발병 경우 신경학 이상 증상 초기 간 기능 검사 이상 소견 동반 무증상 간 비대 시작 만성 간염 간경변증 전격 간염 발현 간 구리 축적 증상 보통 세 발병 하나 유전 결손 경우 경 간염 소견 보 간수치 상승 거미 관증 이 동반 수 급성 간염 두 번 형태 이로 용혈 빈혈 적혈구 파괴 빈혈 이 동반 윌슨병 암시 징후 약 만성 활동 간염 구별 간 장애 가장 간 장애 급성 전격 간염 진행 간부전 뇌 병증 응고 병증 등 발현 사망률 신경학 증상 환자 병 단서 초기 증상 신경학 증상 대개 세 이후 청소년기 평균 연령 세로 간 증상 환자 약 안정 운동 양상 초기 손 혀 얼굴 인후 침범 근육 긴장 이상 운동 감소 발음 불분명 구음 장애 침 및 특징 얼굴 표정 수 점차 진행 긴장 이상 보행 애 자세 이상 신경장애 증상 정신 이상 정서장애 행동 애도 수 학교 성적 저하 첫 증상 근육 긴장 이상은 팔다리 및 몸통 약 병 진행 경우 확연 치매 수 약 정신과 증상 동반 기타 적혈구 용혈 빈혈 세뇨관 장애 골격 관절 이상 부갑상선 저하 증 증상 수도 용혈 빈혈 반복 담석 발생 각막 구리 침착 눈 각막 테두리 황 록색 고리 모양 병변 카이저 고리 고리,윌슨병
만성 콩팥 병 원인 질환 증상 발생 수 소변 색 검 소변 거품 유지 증상 수 혈압 두통 발생 경우 경우 만성 콩팥 병 초기 이상 증상 신장 기능 단계 진행 식욕 감소 몸 등 독 증상 수 말기 신부전 상태 호흡 곤란 구역 및 구토 등 증상 대체요법 정상 생활 수 상태,만성콩팥병
병원 처음 당시 무증상 장기 부전 폐 침범 가장 수 주간 기침 호흡 곤란 흉부 불편 감 등 지속 경우 가장 흉부 사진 발견 경우 호흡기 증상 매우 비 특이 것 폐 침범 경우 진단 세월 경우 피부 눈 경우 그 다음 피부 색 융기 병변 피부 곳곳 형성 병변 관찰 것 폐 침범 경우 비교 진단 그 외 열 피로 감 등 비 특이 증상 동반 이 외 외부 임파절 간 비장 신경 심장 등 침범 수 간 비종 간 비장 부어 오름 및 간 기능 이상 신장 기능 저하 등 수,사르코이드증
우선 토혈 코피 객혈 인지 감별 상 부위 장관 출혈 경우 흑색 변 오심 복통 동반 수 대변 잠혈 검사 소화기 내시경 검사 통해 확인 수 코피 이비인후과 검진 통해 확인 수 상기 폐 로부터 기인 혈액 색깔 대량 객혈 대개 동안 이상 객혈 정의 하나 양 혈액 질식 유발 수 때문 모든 객혈 환자 즉각 주의 증 객혈 동반 폐 질환 정상 산소 포화 및 안정 환기 보이 정상 활력징후 지속 출혈 발생 위험 인자 환자 양 객혈 경우 정의,객혈
초기 항문 암 증상 거의 간혹 항문 피부 꼬리 제거 과정 발견 기도 진행 병변 경우 종괴 치유 궤양 통증 출혈 가려움 대변 실금 증상 유발 이 증상 대부분 항문 암 전형 증상 다른 질환 발생 수 때문 전문의 상담,항문암
초기 고혈압 이외 증상 수 점차 진행 혈압 조절 혈뇨 단백뇨 변량 감소 수 부종 신장 질환 더 진행 신장 기능 기운 메스꺼움 구토 빈혈 등 증상 신장 속 사구체 조직 현상 진행 신장 기능 저하,고혈압성신장질환
혈관염 질병 서로 다른 임 양상 여러 종류 질환 포괄 것 각각 질환 매우 증상 발생 수 열 피로 감 식욕 저하 체중 감소 근육통 관절통 등 전신 증상 모든 혈관염 공통 또 자주색 피멍 것 자색 반 도 손 때 통증 기도 그 외 혈 질환 동반 기도 뇌혈관 침범 경우 뇌경색 위 장관 혈관 침범 경우 위 장관 출혈 말초 신경 침범 경우 손발 저림 감각 소실 수 질환 성적 호흡 곤란 박동성 두통 맥박 머리 혈관 욱 거리 듯 두통 양상 만성 염증 부비동염 체신 염 발생 수도,혈관염
